id,name,Class Nbr.,Class Name,spacegroup,spacegroupset,Locality Num
1690,Giessenite,5,Prismatic,0,0,27
1691,Gilalite,0,Unknown,0,0,8
1693,Gillespite,27,Ditetragonal dipyramidal,184,P4/ncc ,12
1694,Gillulyite,5,Prismatic,0,0,2
1695,Giniite,5,Prismatic,12,P2/a,4
1696,Ginorite,5,Prismatic,14,P21/c ,11
1697,Giorgiosite,0,Unknown,0,0,13
1698,Giraudite-(Zn),30,Hextetrahedral,210,0,10
1700,Girvasite,5,Prismatic,14,P21/c ,3
1701,Gismondine-Ca,5,Prismatic,14,P21/c ,45
1702,Gittinsite,4,Sphenoidal,7,C2 ,31
1703,Giuseppettite,11,Ditrigonal pyramidal,81,0,5
1704,Glaucophane,5,Prismatic,11,C2/m ,382
1705,Gladite,8,Orthorhombic dipyramidal,0,0,82
1706,Glauberite,5,Prismatic,10,C2/c ,166
1707,Glaucocerinite,0,Unknown,0,0,22
1708,Glaucochroite,8,Orthorhombic dipyramidal,0,0,10
1709,Glaucodot,6,Orthorhombic pyramidal,34,0,188
1711,Glaukosphaerite,5,Prismatic,14,P21/a,35
1712,Glucine,0,Unknown,0,0,2
1713,Glushinskite,5,Prismatic,10,C2/c ,7
1715,Gobbinsite,8,Orthorhombic dipyramidal,71,0,19
1716,Godlevskite,7,Orthorhombic disphenoidal,38,0,54
1717,Godovikovite,12,Trigonal trapezohedral,90,0,23
1718,Goedkenite,5,Prismatic,15,P21/m ,3
1719,Goethite,8,Orthorhombic dipyramidal,0,0,9275
1720,Gold,32,Hexoctahedral,224,0,34273
1721,Goldfieldite,30,Hextetrahedral,210,0,96
1722,Goldichite,5,Prismatic,14,0,16
1723,Goldmanite,32,Hexoctahedral,225,Ia3d ,37
1724,Gonnardite,0,Unknown,0,0,207
1725,Gonyerite,0,Unknown,0,0,15
1726,Goosecreekite,4,Sphenoidal,9,P21 ,16
1727,Gorceixite,3,Domatic,4,Cm ,153
1728,Gordonite,1,Pedial,1,0,25
1729,Gormanite,0,Unknown,0,0,32
1730,Gortdrumite,2,Pinacoidal,2,0,5
1731,Goslarite,7,Orthorhombic disphenoidal,44,0,232
1732,Goudeyite,0,Unknown,0,0,27
1733,Gowerite,5,Prismatic,14,P21/a,13
1734,Graemite,8,Orthorhombic dipyramidal,67,0,9
1735,Graftonite,5,Prismatic,14,0,132
1737,Grandidierite,8,Orthorhombic dipyramidal,0,0,50
1738,Grandreefite,5,Prismatic,0,0,2
1739,Grantsite,5,Prismatic,15,P21/m ,10
1740,Graphite,18,Dihexagonal pyramidal,114,0,3512
1741,Gratonite,11,Ditrigonal pyramidal,86,0,38
1742,Gravegliaite,8,Orthorhombic dipyramidal,71,Pnma ,3
1743,Grayite,19,Hexagonal Trapezohedral,119,0,19
1744,Grechishchevite,0,Unknown,0,0,2
1745,Greenalite,0,Unknown,0,0,74
1746,Greenockite,18,Dihexagonal pyramidal,114,0,876
1747,Greigite,32,Hexoctahedral,222,Fd-3m,77
1748,Görgeyite,5,Prismatic,10,C2/c ,15
1749,Griceite,32,Hexoctahedral,224,0,1
1750,Grimaldiite,11,Ditrigonal pyramidal,86,0,7
1751,Grimselite,17,Ditrigonal dipyramidal,109,0,5
1752,Griphite,29,Diploidal,204,Pa3 ,11
1753,Grischunite,8,Orthorhombic dipyramidal,0,0,1
1754,Grossite,5,Prismatic,10,C2/c ,25
1755,Grossular,32,Hexoctahedral,225,0,1965
1756,Groutite,8,Orthorhombic dipyramidal,71,0,84
1757,Grumantite,6,Orthorhombic pyramidal,23,0,3
1758,Grunerite,5,Prismatic,11,C2/m ,275
1759,Gruzdevite,9,Trigonal pyramidal,78,0,8
1760,Götzenite,2,Pinacoidal,2,0,38
1761,Guanajuatite,8,Orthorhombic dipyramidal,71,Pnma ,43
1763,Guanine,5,Prismatic,14,P21/c ,8
1765,Guarinoite,0,Unknown,0,0,3
1766,Gudmundite,5,Prismatic,14,P21/c ,234
1767,Guérinite,5,Prismatic,14,0,41
1768,Guettardite,5,Prismatic,14,P21/c ,15
1769,Gugiaite,24,Tetragonal scalenohedral,148,0,10
1770,Guildite,5,Prismatic,15,P21/m ,4
1771,Guilleminite,6,Orthorhombic pyramidal,34,0,4
1778,Gunningite,5,Prismatic,10,0,62
1780,Gupeiite,32,Hexoctahedral,224,Fm3m ,11
1782,Gustavite,8,Orthorhombic dipyramidal,0,0,145
1783,Guyanaite,8,Orthorhombic dipyramidal,0,0,6
1784,Gypsum,5,Prismatic,0,0,8512
1785,Gyrolite,2,Pinacoidal,2,0,159
1786,Gysinite-(Nd),8,Orthorhombic dipyramidal,0,0,4
1787,Goyazite,13,Hexagonal scalenohedral,99,R-3m ,228
1788,Haapalaite,0,Unknown,0,0,5
1792,Hafnon,27,Ditetragonal dipyramidal,178,0,15
1795,Hagendorfite,5,Prismatic,10,C2/c ,21
1796,Häggite,5,Prismatic,11,C2/m ,21
1797,Haidingerite,8,Orthorhombic dipyramidal,63,0,30
1798,Hainite-(Y),2,Pinacoidal,2,0,15
1802,Haiweeite,8,Orthorhombic dipyramidal,63,Pbcn ,22
1803,Hakite-(Hg),30,Hextetrahedral,210,0,16
1804,Halite,32,Hexoctahedral,224,0,1746
1807,Hallimondite,2,Pinacoidal,2,0,3
1808,Halloysite,3,Domatic,3,0,779
1809,Halotrichite,4,Sphenoidal,8,0,516
1810,Halurgite,5,Prismatic,12,P2/c ,2
1811,Hambergite,8,Orthorhombic dipyramidal,61,0,103
1812,Hammarite,0,Unknown,0,0,60
1813,Hanawaltite,8,Orthorhombic dipyramidal,0,0,1
1814,Hancockite,5,Prismatic,15,P21/m ,10
1815,Hanksite,16,Hexagonal dipyramidal,108,0,15
1816,Hannayite,2,Pinacoidal,2,0,10
1817,Haradaite,8,Orthorhombic dipyramidal,0,0,3
1818,Hardystonite,24,Tetragonal scalenohedral,146,0,17
1819,Harkerite,13,Hexagonal scalenohedral,99,0,13
1820,Harmotome,5,Prismatic,15,0,337
1821,Harrisonite,13,Hexagonal scalenohedral,99,R-3m ,5
1822,Harstigite,8,Orthorhombic dipyramidal,0,0,2
1823,Hashemite,8,Orthorhombic dipyramidal,71,0,9
1824,Hastingsite,5,Prismatic,11,C2/m ,324
1827,Hatchite,2,Pinacoidal,2,0,1
1828,Hatrurite,0,Unknown,0,0,1
1829,Hauchecornite,27,Ditetragonal dipyramidal,181,P4/mmm ,36
1830,Hauckite,20,Dihexagonal dipyramidal,124,0,3
1831,Hauerite,29,Diploidal,204,0,35
1832,Hausmannite,27,Ditetragonal dipyramidal,178,I41/amd ,424
1833,Haüyne,30,Hextetrahedral,212,0,275
1834,Hawleyite,30,Hextetrahedral,208,0,89
1835,Hawthorneite,20,Dihexagonal dipyramidal,126,0,3
1836,Haxonite,32,Hexoctahedral,224,Fm3m ,27
1837,Haycockite,7,Orthorhombic disphenoidal,0,0,22
1838,Haynesite,0,Unknown,0,0,3
1839,Heazlewoodite,12,Trigonal trapezohedral,93,0,283
1840,Hectorfloresite,5,Prismatic,14,P21/a,5
1841,Hectorite,5,Prismatic,11,C2/m ,30
1842,Hedenbergite,5,Prismatic,10,0,1016
1843,Hedleyite,13,Hexagonal scalenohedral,99,R-3m ,153
1844,Hedyphane,20,Dihexagonal dipyramidal,126,0,73
1845,Heideite,5,Prismatic,0,0,4
1846,Heidornite,5,Prismatic,10,C2/c ,2
1848,Heinrichite,5,Prismatic,12,P2/c ,24
1849,Hejtmanite,2,Pinacoidal,0,0,13
1852,Hellandite-(Y),5,Prismatic,12,P2/a,21
1853,Hellyerite,5,Prismatic,13,P2/m ,4
1854,Helmutwinklerite,2,Pinacoidal,2,0,4
1855,Helvine,30,Hextetrahedral,212,0,293
1856,Hematite,13,Hexagonal scalenohedral,98,0,17838
1857,Hematolite,10,Rhombohedral,80,0,8
1858,Hematophanite,25,Ditetragonal pyramidal,163,0,4
1859,Hemihedrite,1,Pedial,1,0,14
1860,Hemimorphite,6,Orthorhombic pyramidal,27,Imm2,2067
1861,Hemloite,2,Pinacoidal,2,0,2
1862,Hemusite,0,Unknown,0,0,10
1863,Hendersonite,0,Unknown,0,0,7
1864,Hendricksite,5,Prismatic,11,C2/m ,12
1865,Heneuite,2,Pinacoidal,2,0,1
1866,Henmilite,2,Pinacoidal,2,0,1
1867,Hennomartinite,8,Orthorhombic dipyramidal,50,Cmcm ,2
1868,Henritermierite,27,Ditetragonal dipyramidal,177,0,5
1869,Hentschelite,5,Prismatic,15,P21/m ,23
1875,Hercynite,32,Hexoctahedral,222,0,499
1876,Herderite,5,Prismatic,0,0,62
1880,Herzenbergite,8,Orthorhombic dipyramidal,0,0,42
1881,Hessite,5,Prismatic,14,P21/c ,1110
1883,Hetaerolite,27,Ditetragonal dipyramidal,178,0,119
1885,Heterogenite,0,Unknown,0,0,129
1886,Heteromorphite,5,Prismatic,10,C2/c ,56
1887,Heterosite,8,Orthorhombic dipyramidal,70,0,242
1890,Hewettite,5,Prismatic,15,0,74
1891,Hexahydrite,5,Prismatic,13,0,306
1892,Hexahydroborite,5,Prismatic,10,0,3
1894,Heyite,5,Prismatic,15,P21/m ,11
1896,Hibbingite,8,Orthorhombic dipyramidal,71,Pnma ,24
1897,Hibonite,20,Dihexagonal dipyramidal,126,P63/mmc ,97
1899,Hidalgoite,11,Ditrigonal pyramidal,86,0,91
1900,Hieratite,32,Hexoctahedral,224,0,9
1901,Hilairite,12,Trigonal trapezohedral,93,0,26
1902,Hilgardite,1,Pedial,1,0,15
1904,Hillebrandite,8,Orthorhombic dipyramidal,50,0,25
1905,Hingganite-(Ce),5,Prismatic,14,0,16
1906,Hingganite-(Y),5,Prismatic,14,P21/c ,75
1907,Hingganite-(Yb),5,Prismatic,14,P21/a,2
1908,Hinsdalite,13,Hexagonal scalenohedral,99,0,103
1909,Hiortdahlite,2,Pinacoidal,2,0,50
1910,Hisingerite,0,Unknown,0,0,187
1911,Hocartite,24,Tetragonal scalenohedral,142,0,35
1912,Hochelagaite,0,Unknown,0,0,15
1913,Hodgkinsonite,5,Prismatic,14,P21/a,4
1914,Hodrušite,5,Prismatic,0,0,36
1915,Hoelite,5,Prismatic,14,P21/a,7
1917,Høgtuvaite,2,Pinacoidal,2,0,2
1918,Hohmannite,2,Pinacoidal,2,0,13
1919,Holdawayite,5,Prismatic,11,C2/m ,4
1920,Holdenite,8,Orthorhombic dipyramidal,47,0,3
1921,Hollandite,5,Prismatic,0,0,328
1922,Hollingworthite,29,Diploidal,204,Pa3 ,187
1923,Holmquistite,8,Orthorhombic dipyramidal,71,Pnma ,60
1924,Holtedahlite,11,Ditrigonal pyramidal,82,0,1
1925,Holtite,8,Orthorhombic dipyramidal,71,Pnma ,6
1926,Homilite,5,Prismatic,14,P21/a,13
1927,Honessite,0,Unknown,0,0,31
1929,Hongshiite,0,Unknown,0,0,47
1931,Hörnesite,5,Prismatic,11,C2/m ,134
1933,Hotsonite,0,Unknown,0,0,5
1934,Howardevansite,2,Pinacoidal,2,0,1
1935,Howieite,0,Unknown,0,0,17
1936,Howlite,5,Prismatic,14,P21/c ,43
1937,Hsianghualite,31,Gyroidal,215,0,3
1938,Huanghoite-(Ce),13,Hexagonal scalenohedral,99,0,13
1939,Huangite,13,Hexagonal scalenohedral,99,R-3m ,8
1940,Hübnerite,5,Prismatic,12,0,566
1941,Huemulite,0,Unknown,0,0,20
1942,Hügelite,5,Prismatic,15,P1 21/m 1,13
1943,Hulsite,5,Prismatic,13,P2/m ,17
1944,Humberstonite,10,Rhombohedral,80,0,14
1946,Humboldtine,5,Prismatic,0,0,35
1947,Humite,8,Orthorhombic dipyramidal,71,Pnma ,113
1948,Hummerite,2,Pinacoidal,2,0,28
1949,Hunchunite,32,Hexoctahedral,0,0,6
1950,Hungchaoite,2,Pinacoidal,2,0,6
1951,Huntite,12,Trigonal trapezohedral,93,0,79
1952,Hureaulite,5,Prismatic,10,C2/c ,147
1953,Hurlbutite,5,Prismatic,14,P21/a,16
1954,Hutchinsonite,8,Orthorhombic dipyramidal,61,0,10
1955,Huttonite,5,Prismatic,0,0,46
1956,Hydroxylbastnäsite-(Ce),14,Trigonal dipyramidal,100,0,21
1957,Hydroxylbastnäsite-(Nd),17,Ditrigonal dipyramidal,109,0,10
1958,Hydroxylellestadite,20,Dihexagonal dipyramidal,125,P63/m 2/c 2/m,32
1961,Hyalotekite,2,Pinacoidal,2,0,4
1962,Hydroxylherderite,5,Prismatic,14,P21/a,138
1965,Hydrobasaluminite,0,Unknown,0,0,17
1966,Hydrobiotite,5,Prismatic,11,C2/m ,59
1967,Hydroboracite,5,Prismatic,12,P1 1 2/b ,50
1968,Hydrocalumite,4,Sphenoidal,9,0,41
1969,Hydrocerussite,13,Hexagonal scalenohedral,99,0,249
1970,Hydrochlorborite,5,Prismatic,0,0,4
1971,Hydrodelhayelite,6,Orthorhombic pyramidal,0,0,4
1972,Hydrodresserite,2,Pinacoidal,2,0,1
1973,Hydroglauberite,0,Unknown,0,0,18
1975,Hydrohalite,5,Prismatic,14,P21/c ,22
1978,Hydrohonessite,0,Unknown,0,0,17
1979,Hydromagnesite,5,Prismatic,14,P21/c ,411
1981,Hydrombobomkulite,0,Unknown,0,0,2
1983,Hydroniumjarosite,13,Hexagonal scalenohedral,99,0,94
1985,Hydroromarchite,24,Tetragonal scalenohedral,145,0,7
1986,Hydroscarbroite,0,Unknown,0,0,1
1987,Hydrotalcite,13,Hexagonal scalenohedral,99,0,112
1988,Hydrotungstite,5,Prismatic,13,P2/m ,24
1989,Hydroxyapophyllite-(K),27,Ditetragonal dipyramidal,0,0,101
1990,Hydroxycancrinite,15,Hexagonal pyramidal,104,0,2
1992,Hydroxylapatite,16,Hexagonal dipyramidal,108,P63/m,501
1993,Hydrozincite,5,Prismatic,11,C1 2/m 1,1251
1994,Hypercinnabar,0,Unknown,0,0,5
1996,Hydroxylbastnäsite-(La),14,Trigonal dipyramidal,100,0,10
1997,Hannebachite,8,Orthorhombic dipyramidal,0,0,13
1998,Henryite,32,Hexoctahedral,221,0,6
1999,Hopeite,8,Orthorhombic dipyramidal,71,0,31
2000,Ianthinite,6,Orthorhombic pyramidal,19,0,36
2001,Ice,20,Dihexagonal dipyramidal,126,P63/mmc ,70
2002,Idaite,0,Unknown,0,0,174
2003,Idrialite,0,Unknown,0,0,18
2006,Iimoriite-(Y),2,Pinacoidal,2,0,10
2007,Ikaite,5,Prismatic,10,C2/c ,22
2008,Ikunolite,13,Hexagonal scalenohedral,99,R-3m ,67
2009,Ilesite,5,Prismatic,0,0,10
2010,Ilímaussite-(Ce),12,Trigonal trapezohedral,93,0,4
2012,Ilmajokite-(Ce),5,Prismatic,10,C2/c ,1
2013,Ilmenite,10,Rhombohedral,80,0,7000
2015,Ilsemannite,0,Unknown,0,0,161
2016,Ilvaite,8,Orthorhombic dipyramidal,0,0,254
2017,Imandrite,8,Orthorhombic dipyramidal,0,0,3
2019,Imhofite,5,Prismatic,0,0,4
2020,Imiterite,5,Prismatic,14,P21/c ,28
2021,Imogolite,0,Unknown,0,0,14
2022,Inaglyite,0,Unknown,0,0,6
2024,Inderborite,5,Prismatic,10,C2/c ,5
2025,Inderite,5,Prismatic,14,P21/a,17
2026,Indialite,20,Dihexagonal dipyramidal,123,0,37
2028,Indigirite,0,Unknown,0,0,4
2029,Indite,32,Hexoctahedral,222,Fd-3m,2
2030,Indium,27,Ditetragonal dipyramidal,176,I4/mmm ,11
2031,Inesite,2,Pinacoidal,2,0,63
2032,Ingersonite,12,Trigonal trapezohedral,89,0,3
2033,Ingodite,0,Unknown,0,0,42
2034,Innelite,1,Pedial,1,0,3
2035,Insizwaite,29,Diploidal,204,Pa3 ,27
2036,Inyoite,5,Prismatic,14,P21/a,38
2037,Iodargyrite,18,Dihexagonal pyramidal,116,0,230
2038,Iowaite,13,Hexagonal scalenohedral,99,0,29
2039,Iquiqueite,11,Ditrigonal pyramidal,81,0,3
2040,Iranite,2,Pinacoidal,2,0,15
2041,Iraqite-(La),27,Ditetragonal dipyramidal,180,P4/mcc ,1
2042,Irarsite,29,Diploidal,204,Pa3 ,234
2043,Irhtemite,0,Unknown,0,0,9
2044,Iridarsenite,5,Prismatic,14,P21/c ,19
2045,Iridium,32,Hexoctahedral,224,Fm3m ,229
2046,Iriginite,8,Orthorhombic dipyramidal,62,0,21
2047,Iron,32,Hexoctahedral,226,0,1247
2049,Irtyshite,0,Unknown,0,0,2
2050,Ishikawaite,0,Unknown,0,0,31
2051,Isoclasite,0,Unknown,0,0,5
2052,Isocubanite,32,Hexoctahedral,224,0,223
2053,Isoferroplatinum,32,Hexoctahedral,0,0,202
2054,Isokite,5,Prismatic,10,0,24
2055,Isomertieite,32,Hexoctahedral,222,Fd-3m,67
2056,Itoite,8,Orthorhombic dipyramidal,71,Pnma ,1
2060,Izoklakeite,8,Orthorhombic dipyramidal,73,Pnnm ,35
2061,Jacobsite,32,Hexoctahedral,222,0,217
2062,Jadeite,5,Prismatic,10,C2/c ,196
2063,Jaffeite,10,Rhombohedral,79,0,2
2064,Jagoite,17,Ditrigonal dipyramidal,111,0,2
2065,Jagowerite,0,Unknown,0,0,2
2066,Jahnsite-(CaMnFe),5,Prismatic,12,P2/a,38
2067,Jahnsite-(CaMnMg),5,Prismatic,12,P2/a,19
2068,Jahnsite-(CaMnMn),5,Prismatic,12,P2/a,27
2069,Jalpaite,27,Ditetragonal dipyramidal,178,I41/amd ,151
2070,Jamborite,13,Hexagonal scalenohedral,99,R-3m ,48
2071,Jamesite,2,Pinacoidal,2,0,5
2072,Jamesonite,5,Prismatic,14,P1 21/c 1 ,996
2073,Janggunite,0,Unknown,0,0,7
2074,Janhaugite,5,Prismatic,15,0,2
2075,Janković�te,1,Pedial,1,0,4
2076,Jarlite,5,Prismatic,0,0,2
2077,Jarosewichite,7,Orthorhombic disphenoidal,0,0,2
2078,Jarosite,13,Hexagonal scalenohedral,99,0,2819
2079,Jaskólskiite,8,Orthorhombic dipyramidal,0,0,16
2080,Jasmundite,24,Tetragonal scalenohedral,144,I-4m2,8
2084,Jeanbandyite,23,Tetragonal dipyramidal,140,0,10
2086,Jeffreyite,7,Orthorhombic disphenoidal,39,0,1
2087,Jennite,2,Pinacoidal,2,0,26
2088,Jensenite,5,Prismatic,15,0,6
2089,Jeppeite,5,Prismatic,11,C2/m ,6
2090,Jeremejevite,16,Hexagonal dipyramidal,108,0,20
2092,Jerrygibbsite,8,Orthorhombic dipyramidal,63,0,4
2093,Jervisite,5,Prismatic,10,C2/c ,6
2094,Jianshuiite,10,Rhombohedral,80,0,5
2095,Jimboite,8,Orthorhombic dipyramidal,0,0,5
2096,Jimthompsonite,8,Orthorhombic dipyramidal,61,Pbca ,10
2097,Jinshajiangite,2,Pinacoidal,2,0,7
2098,Hydroplumboelsmoreite,32,Hexoctahedral,222,0,6
2099,Joaquinite-(Ce),4,Sphenoidal,7,C2 ,16
2100,Joesmithite,5,Prismatic,12,P2/a,4
2101,Johachidolite,8,Orthorhombic dipyramidal,51,0,4
2102,Johannite,2,Pinacoidal,2,0,85
2103,Johannsenite,5,Prismatic,10,C2/c ,107
2104,Johillerite,5,Prismatic,10,C2/c ,7
2105,Johnbaumite,16,Hexagonal dipyramidal,108,P63/m,16
2106,Johninnesite,0,Unknown,0,0,2
2107,Johnsomervilleite,10,Rhombohedral,80,0,13
2108,Johnwalkite,6,Orthorhombic pyramidal,0,0,1
2109,Jôkokuite,2,Pinacoidal,2,0,7
2110,Joliotite,0,Unknown,0,0,5
2111,Jolliffeite,29,Diploidal,204,Pa3 ,4
2112,Jonesite,5,Prismatic,13,P2/m ,4
2113,Jordanite,5,Prismatic,15,0,140
2114,Jordisite,0,Unknown,0,0,121
2116,Joséite-A,13,Hexagonal scalenohedral,99,0,69
2117,Joséite-B,13,Hexagonal scalenohedral,99,R-3 2/m,109
2118,Jouravskite,15,Hexagonal pyramidal,104,0,6
2119,Juanite,0,Unknown,0,0,4
2120,Julgoldite-(Fe2+),5,Prismatic,0,0,17
2121,Julienite,5,Prismatic,0,0,1
2122,Jungite,0,Unknown,0,0,3
2123,Junitoite,6,Orthorhombic pyramidal,16,0,3
2124,Junoite,5,Prismatic,11,C2/m ,21
2125,Jurbanite,5,Prismatic,0,0,10
2126,Kaatialaite,5,Prismatic,0,0,19
2128,Kadyrelite,32,Hexoctahedral,225,Ia3d ,2
2129,Kaersutite,5,Prismatic,11,C2/m ,337
2131,Kahlerite,23,Tetragonal dipyramidal,140,0,19
2132,Kainite,5,Prismatic,11,C2/m ,71
2133,Kainosite-(Y),8,Orthorhombic dipyramidal,0,0,119
2135,Kalborsite,24,Tetragonal scalenohedral,145,0,4
2136,Kaliborite,5,Prismatic,10,0,10
2137,Kalinite,5,Prismatic,10,0,61
2138,Kalininite,32,Hexoctahedral,222,Fd-3m,4
2139,Kaliophilite,9,Trigonal pyramidal,75,0,12
2140,Hydropyrochlore,32,Hexoctahedral,222,Fd-3m,5
2141,Kalistrontite,13,Hexagonal scalenohedral,99,R-3m ,14
2142,Kalsilite,19,Hexagonal Trapezohedral,120,0,73
2144,Kamaishilite,0,Unknown,0,0,2
2145,Kambaldaite,15,Hexagonal pyramidal,104,0,6
2146,Kamchatkite,8,Orthorhombic dipyramidal,71,Pnma ,5
2147,Kamiokite,18,Dihexagonal pyramidal,114,0,9
2148,Kamitugaite,2,Pinacoidal,2,P-1,2
2150,Kamotoite-(Y),5,Prismatic,0,0,7
2151,Kamphaugite-(Y),26,Tetragonal trapezohedral,167,P41 21 2,29
2152,Kanemite,8,Orthorhombic dipyramidal,71,0,5
2153,Kaňkite,4,Sphenoidal,8,P2 ,51
2154,Kanoite,5,Prismatic,14,0,9
2155,Kanonaite,8,Orthorhombic dipyramidal,73,Pnnm ,13
2156,Kaolinite,1,Pedial,1,0,6623
2157,Karasugite,5,Prismatic,14,P21/c ,1
2158,Karelianite,13,Hexagonal scalenohedral,98,R-3c ,21
2159,Karibibite,8,Orthorhombic dipyramidal,71,Pnma ,25
2160,Karlite,7,Orthorhombic disphenoidal,43,0,3
2161,Karnasurtite-(Ce),0,Unknown,0,0,4
2162,Carpathite,5,Prismatic,14,P21/c ,8
2163,Karpinskite,0,Unknown,0,0,1
2164,Kashinite,8,Orthorhombic dipyramidal,63,Pbcn ,47
2165,Kasolite,5,Prismatic,14,P21/a,234
2166,Kassite,5,Prismatic,14,P21/a,18
2167,Katoite,32,Hexoctahedral,225,Ia3d ,19
2168,Ferro-katophorite,5,Prismatic,11,B2/m ,51
2169,Katoptrite,5,Prismatic,11,C2/m ,9
2170,Kawazulite,13,Hexagonal scalenohedral,99,R-3m ,51
2171,Kazakhstanite,0,Unknown,0,0,8
2172,Kazakovite,13,Hexagonal scalenohedral,99,R-3m ,6
2174,Keckite,5,Prismatic,12,P2/a,11
2175,Kegelite,0,Unknown,0,0,5
2176,Keithconnite,10,Rhombohedral,80,0,63
2177,Keiviite-(Y),5,Prismatic,11,C2/m ,23
2178,Keiviite-(Yb),5,Prismatic,11,C2/m ,2
2179,Keldyshite,2,Pinacoidal,2,0,12
2180,Kellyite,15,Hexagonal pyramidal,104,0,18
2181,Kelyanite,9,Trigonal pyramidal,75,0,1
2182,Kemmlitzite,13,Hexagonal scalenohedral,99,R-3m ,10
2183,Kempite,8,Orthorhombic dipyramidal,71,Pnma ,5
2185,Kentrolite,8,Orthorhombic dipyramidal,62,0,29
2186,Kenyaite,0,Unknown,0,0,11
2187,Kermesite,2,Pinacoidal,2,0,268
2188,Kernite,5,Prismatic,12,0,14
2189,Kësterite ,21,Tetragonal disphenoidal,127,0,102
2190,Kettnerite,8,Orthorhombic dipyramidal,69,0,64
2191,Keyite,5,Prismatic,0,0,3
2192,Keystoneite,15,Hexagonal pyramidal,104,0,4
2193,Khademite,8,Orthorhombic dipyramidal,0,0,23
2194,Khamrabaevite,32,Hexoctahedral,224,Fm3m ,15
2195,Khanneshite,18,Dihexagonal pyramidal,114,0,10
2196,Kharaelakhite,8,Orthorhombic dipyramidal,68,Pmmm ,4
2197,Khatyrkite,27,Ditetragonal dipyramidal,175,I4/mcm ,3
2198,Khibinskite,5,Prismatic,11,B2/m ,7
2199,Khinite,6,Orthorhombic pyramidal,23,0,23
2200,Khristovite-(Ce),5,Prismatic,15,0,2
2201,Kiddcreekite,30,Hextetrahedral,208,0,12
2202,Kidwellite,5,Prismatic,12,P2/c ,65
2203,Kieftite,29,Diploidal,203,Im3 ,4
2204,Kieserite,5,Prismatic,10,C2/c ,100
2205,Kilchoanite,8,Orthorhombic dipyramidal,0,0,12
2206,Killalaite,5,Prismatic,15,P21/m ,7
2207,Kimrobinsonite,0,Unknown,0,0,2
2208,Kimuraite-(Y),0,Unknown,0,0,11
2209,Kimzeyite,32,Hexoctahedral,225,Ia3d ,21
2210,Kingite,0,Unknown,0,0,16
2211,Kingsmountite,2,Pinacoidal,2,0,17
2212,Kinichilite,16,Hexagonal dipyramidal,108,0,5
2213,Kinoite,5,Prismatic,15,0,23
2214,Kintoreite,13,Hexagonal scalenohedral,99,0,61
2215,Kipushite,5,Prismatic,14,P21/c ,15
2216,Kirkiite,5,Prismatic,15,0,4
2217,Kirschsteinite,8,Orthorhombic dipyramidal,71,0,48
2219,Kitkaite,13,Hexagonal scalenohedral,97,P-3m1 ,2
2220,Kittatinnyite,0,Unknown,0,0,1
2222,Kladnoite,5,Prismatic,0,0,7
2223,Klebelsbergite,6,Orthorhombic pyramidal,0,0,23
2224,Kleemanite,0,Unknown,0,0,6
2225,Kleinite,20,Dihexagonal dipyramidal,126,0,4
2226,Klockmannite,20,Dihexagonal dipyramidal,126,P63/mmc ,80
2227,Klyuchevskite,4,Sphenoidal,0,0,2
2229,Knorringite,32,Hexoctahedral,225,Ia3d ,4
2230,Koashvite,8,Orthorhombic dipyramidal,0,0,3
2232,Kobeite-(Y),0,Unknown,0,0,11
2233,Kobellite,8,Orthorhombic dipyramidal,73,0,126
2234,Kochkarite,0,Unknown,0,0,11
2235,Koechlinite,6,Orthorhombic pyramidal,35,0,43
2236,Kogarkoite,5,Prismatic,15,P21/m ,18
2237,Koktaite,5,Prismatic,14,P21/a,15
2238,Kolarite,0,Unknown,0,0,3
2239,Kolbeckite,5,Prismatic,0,0,32
2240,Kolfanite,0,Unknown,0,0,7
2241,Kolicite,8,Orthorhombic dipyramidal,49,Cmca ,2
2242,Kolovratite,0,Unknown,0,0,3
2243,Kolwezite,0,Unknown,0,0,12
2244,Kolymite,0,Unknown,0,0,9
2245,Komarovite,8,Orthorhombic dipyramidal,52,Cmmm ,5
2246,Kombatite,5,Prismatic,10,C2/c ,2
2247,Komkovite,12,Trigonal trapezohedral,93,0,1
2248,Konderite,16,Hexagonal dipyramidal,107,0,4
2249,Koninckite,26,Tetragonal trapezohedral,167,0,22
2251,Konyaite,5,Prismatic,14,0,22
2252,Koritnigite,2,Pinacoidal,2,P-1,13
2253,Kornelite,5,Prismatic,15,0,28
2254,Kornerupine,8,Orthorhombic dipyramidal,50,Cmcm ,82
2255,Potassic-mangani-leakeite,5,Prismatic,11,C2/m ,2
2256,Korshunovskite,0,Unknown,0,0,3
2257,Korzhinskite,5,Prismatic,13,P2/m ,1
2258,Kosmochlor,5,Prismatic,10,C2/c ,24
2259,Kosnarite,13,Hexagonal scalenohedral,98,0,10
2260,Kostovite,0,Unknown,0,0,32
2261,Kostylevite,5,Prismatic,14,P21/a,4
2262,Kotoite,8,Orthorhombic dipyramidal,73,0,29
2263,Köttigite,5,Prismatic,11,C2/m ,77
2264,Kotulskite,0,Unknown,0,0,179
2265,Koutekite,0,Unknown,0,0,23
2266,Kovdorskite,5,Prismatic,14,P21/a,5
2267,Mangano-ferri-eckermannite,5,Prismatic,11,C2/m ,6
2268,Kraisslite,7,Orthorhombic disphenoidal,39,0,1
