id,name,Class Nbr.,Class Name,spacegroup,spacegroupset,Locality Num
1,Abelsonite,2,Pinacoidal,2,0,10
2,Abenakiite-(Ce),10,Rhombohedral,80,0,2
3,Abernathyite,27,Ditetragonal dipyramidal,184,P4/ncc ,21
4,Abhurite,12,Trigonal trapezohedral,93,0,7
9,Abswurmbachite,27,Ditetragonal dipyramidal,177,0,4
10,Acanthite,5,Prismatic,15,0,3644
13,Acetamide,11,Ditrigonal pyramidal,85,0,3
14,Achávalite,20,Dihexagonal dipyramidal,126,P63/mmc ,3
18,Actinolite,5,Prismatic,11,C2/m ,4280
19,Acuminite,5,Prismatic,10,C2/c ,1
21,Adamite,8,Orthorhombic dipyramidal,73,Pnnm ,323
23,Adelite,7,Orthorhombic disphenoidal,44,P21 21 21,18
27,Admontite,5,Prismatic,14,P21/c ,1
31,Aegirine,5,Prismatic,10,C2/c ,1750
32,Aegirine-augite,5,Prismatic,10,C2/c ,786
33,Aenigmatite,2,Pinacoidal,2,0,342
34,Aerinite,11,Ditrigonal pyramidal,83,0,29
36,Aerugite,13,Hexagonal scalenohedral,99,R-3m ,4
37,Aeschynite-(Ce),8,Orthorhombic dipyramidal,70,0,58
38,Aeschynite-(Nd),8,Orthorhombic dipyramidal,0,0,11
39,Aeschynite-(Y),8,Orthorhombic dipyramidal,70,0,181
41,Afghanite,11,Ditrigonal pyramidal,81,P3 1c,28
42,Afwillite,3,Domatic,3,0,50
43,Agardite-(Nd),16,Hexagonal dipyramidal,108,0,22
44,Agardite-(Y),16,Hexagonal dipyramidal,108,P63/m,110
48,Agardite-(Ce),16,Hexagonal dipyramidal,108,P63/m,51
50,Agardite-(La),16,Hexagonal dipyramidal,108,0,47
57,Agrellite,2,Pinacoidal,2,0,11
58,Agrinierite,3,Domatic,4,Cm ,1
59,Aguilarite,5,Prismatic,0,0,127
60,Aheylite,2,Pinacoidal,2,0,6
61,Ahlfeldite,5,Prismatic,0,0,2
63,Aikinite,8,Orthorhombic dipyramidal,71,0,420
66,Ajoite,0,Unknown,0,0,18
67,Akaganeite,5,Prismatic,0,0,73
68,Akatoreite,2,Pinacoidal,2,0,5
69,Akdalaite,0,Unknown,0,0,6
70,Åkermanite,24,Tetragonal scalenohedral,146,0,63
71,Akhtenskite,20,Dihexagonal dipyramidal,126,0,8
72,Akrochordite,5,Prismatic,14,P21/c ,5
73,Aksaite,8,Orthorhombic dipyramidal,61,0,1
74,Aktashite,9,Trigonal pyramidal,78,0,26
87,Aluminocopiapite,2,Pinacoidal,2,0,61
89,Alabandite,32,Hexoctahedral,224,Fm3m ,381
91,Alacránite,5,Prismatic,12,P2/c ,25
93,Alamosite,5,Prismatic,13,P2/m ,19
94,Alarsite,12,Trigonal trapezohedral,89,0,2
96,Albite,2,Pinacoidal,0,0,11465
97,Albrechtschraufite,2,Pinacoidal,2,0,2
104,Aldermanite,5,Prismatic,14,P21/c ,5
106,Ferro-taramite,5,Prismatic,11,C2/m ,6
107,Aluminium,32,Hexoctahedral,224,Fm3m ,36
108,Aleksite,13,Hexagonal scalenohedral,95,P-3 1m ,34
112,Alforsite,16,Hexagonal dipyramidal,108,P63/m,9
114,Algodonite,20,Dihexagonal dipyramidal,126,P63/mmc ,48
115,Aliettite,0,Unknown,0,0,9
122,Allactite,5,Prismatic,14,P21/a,15
125,Allanite-(Ce),5,Prismatic,15,0,880
126,Allanite-(La),5,Prismatic,15,0,31
127,Allanite-(Y),0,Unknown,0,0,35
128,Allargentum,0,Unknown,0,0,82
129,Alleghanyite,5,Prismatic,14,P21/b ,95
134,Alloclasite,4,Sphenoidal,9,0,84
139,Allophane,0,Unknown,0,0,593
141,Alluaivite,13,Hexagonal scalenohedral,99,R-3m ,5
142,Alluaudite,5,Prismatic,10,C2/c ,114
146,Alstonite,0,Unknown,0,0,33
147,Altaite,32,Hexoctahedral,224,Fm3m ,667
148,Althausite,8,Orthorhombic dipyramidal,71,Pnma ,6
149,Althupite,2,Pinacoidal,2,P-1,1
150,Altisite,5,Prismatic,11,C2/m ,2
154,Aluminite,5,Prismatic,14,0,99
157,Alumohydrocalcite,2,Pinacoidal,2,0,57
158,Pharmacoalumite,30,Hextetrahedral,211,P-4 3m,19
159,Alumotantite,8,Orthorhombic dipyramidal,63,0,5
161,Alunite,11,Ditrigonal pyramidal,86,0,1278
162,Alunogen,2,Pinacoidal,2,0,340
165,Alvanite,5,Prismatic,15,0,4
180,Amakinite,0,Unknown,0,0,5
182,Amarantite,2,Pinacoidal,2,0,29
183,Amarillite,5,Prismatic,10,0,11
189,Amblygonite,2,Pinacoidal,2,P-1,336
195,Ameghinite,5,Prismatic,10,C2/c ,1
197,Amesite,1,Pedial,1,P1,96
199,Amicite,4,Sphenoidal,0,0,7
200,Aminoffite,23,Tetragonal dipyramidal,140,0,5
203,Ammonioalunite,0,Unknown,0,0,15
204,Ammonioborite,5,Prismatic,10,0,1
205,Ammoniojarosite,11,Ditrigonal pyramidal,86,0,38
206,Ammonioleucite,23,Tetragonal dipyramidal,136,0,4
208,Amstallite,5,Prismatic,10,C2/c ,2
210,Analcime,1,Pedial,1,P1,2321
211,Anapaite,2,Pinacoidal,2,P-1,27
213,Anatase,27,Ditetragonal dipyramidal,178,0,2719
216,Ancylite-(Ce),8,Orthorhombic dipyramidal,0,0,136
217,Andalusite,8,Orthorhombic dipyramidal,73,Pnnm ,1598
219,Andersonite,10,Rhombohedral,80,0,54
223,Andradite,32,Hexoctahedral,225,0,2042
225,Andrémeyerite,5,Prismatic,14,P21/c ,2
227,Anduoite,0,Unknown,0,0,10
231,Angelellite,2,Pinacoidal,2,P-1,4
233,Anglesite,8,Orthorhombic dipyramidal,71,0,3342
234,Anhydrite,8,Orthorhombic dipyramidal,0,0,1966
235,Anhydrokainite,0,Unknown,0,0,2
236,Anilite,8,Orthorhombic dipyramidal,71,0,127
239,Ankerite,10,Rhombohedral,80,0,3881
240,Annabergite,5,Prismatic,11,C2/m ,528
241,Annite,5,Prismatic,11,C2/m ,473
246,Anorthite,2,Pinacoidal,2,0,1517
251,Antarcticite,12,Trigonal trapezohedral,90,0,15
252,Anthoinite,2,Pinacoidal,0,0,15
253,Anthonyite,5,Prismatic,0,0,6
254,Anthophyllite,8,Orthorhombic dipyramidal,71,0,828
260,Antigorite,3,Domatic,4,0,900
262,Antimony,13,Hexagonal scalenohedral,99,R-3m ,444
266,Antimonselite,8,Orthorhombic dipyramidal,71,0,11
268,Antlerite,8,Orthorhombic dipyramidal,0,0,323
271,Anyuiite,27,Ditetragonal dipyramidal,175,I4/mcm ,12
272,Apachite,0,Unknown,0,0,5
280,Aphthitalite,13,Hexagonal scalenohedral,97,P-3m1 ,107
281,Apjohnite,5,Prismatic,14,P21/c ,36
282,Aplowite,5,Prismatic,0,0,11
285,Apuanite,27,Ditetragonal dipyramidal,187,0,1
290,Argentojarosite,11,Ditrigonal pyramidal,86,0,76
291,Argentopentlandite,32,Hexoctahedral,224,Fm3m ,93
292,Arsenogoyazite,13,Hexagonal scalenohedral,99,0,25
294,Arsenolite,32,Hexoctahedral,222,0,292
295,Arsenoflorencite-(La),13,Hexagonal scalenohedral,99,R-3m ,5
299,Argentopyrite,5,Prismatic,0,0,78
301,Arsenohauchecornite,0,Unknown,0,0,7
303,Arsenopalladinite,1,Pedial,1,0,43
304,Arsenogorceixite,13,Hexagonal scalenohedral,99,R-3m ,18
305,Arsenopyrite,5,Prismatic,14,P21/c ,10675
307,Aragonite,8,Orthorhombic dipyramidal,0,0,3927
310,Aramayoite,2,Pinacoidal,2,0,39
311,Aravaipaite,2,Pinacoidal,2,0,2
312,Arsenolamprite,8,Orthorhombic dipyramidal,0,0,28
314,Arcanite,8,Orthorhombic dipyramidal,0,0,40
315,Archerite,24,Tetragonal scalenohedral,141,I-4 2d,8
316,Arctite,13,Hexagonal scalenohedral,99,R-3m ,6
318,Arcubisite,0,Unknown,0,0,8
319,Argentotennantite-(Zn),30,Hextetrahedral,210,0,20
320,Ardaite,0,Unknown,0,0,2
321,Ardealite,3,Domatic,3,Cc ,39
322,Ardennite-(As),8,Orthorhombic dipyramidal,0,0,42
325,Arfvedsonite,5,Prismatic,11,C2/m ,645
330,Argutite,27,Ditetragonal dipyramidal,190,0,17
331,Argyrodite,6,Orthorhombic pyramidal,35,Pna21,93
333,Arhbarite,1,Pedial,1,P1,3
334,Aristarainite,5,Prismatic,14,P21/a,4
341,Armalcolite,8,Orthorhombic dipyramidal,0,0,48
342,Armangite,10,Rhombohedral,79,0,4
343,Armenite,8,Orthorhombic dipyramidal,72,Pnna ,27
344,Armstrongite,5,Prismatic,11,C2/m ,8
351,Arrojadite-(KFe),3,Domatic,3,Cc ,63
356,Arsendescloizite,7,Orthorhombic disphenoidal,44,P21 21 21,31
357,Arsenic,13,Hexagonal scalenohedral,99,R-3m ,454
359,Arseniopleite,5,Prismatic,0,0,10
360,Arseniosiderite,5,Prismatic,10,0,255
364,Arsenoclasite,7,Orthorhombic disphenoidal,44,0,5
365,Arsenocrandallite,13,Hexagonal scalenohedral,0,0,17
366,Arsenoflorencite-(Ce),13,Hexagonal scalenohedral,99,R-3m ,10
372,Arsentsumebite,5,Prismatic,15,0,43
373,Arsenuranospathite,6,Orthorhombic pyramidal,37,0,19
374,Arsenuranylite,8,Orthorhombic dipyramidal,0,0,7
376,Arthurite,5,Prismatic,14,P21/c ,42
377,Artinite,5,Prismatic,11,C2/m ,89
378,Artroeite,2,Pinacoidal,2,0,5
379,Arupite,5,Prismatic,11,0,2
381,Arzrunite,0,Unknown,0,0,2
382,Asbecasite,11,Ditrigonal pyramidal,83,0,9
384,Asbolane,0,Unknown,0,0,193
386,Aschamalmite,5,Prismatic,11,C2/m ,19
388,Ashburtonite,0,Unknown,0,0,4
389,Ashcroftine-(Y),27,Ditetragonal dipyramidal,176,0,3
391,Asisite,27,Ditetragonal dipyramidal,176,0,3
397,Asselbornite,0,Unknown,0,0,4
404,Astrocyanite-(Ce),0,Unknown,0,0,1
405,Astrophyllite,2,Pinacoidal,2,0,248
406,Atacamite,8,Orthorhombic dipyramidal,71,0,687
407,Atelestite,5,Prismatic,14,P21/c ,61
408,Athabascaite,0,Unknown,0,0,20
409,Atheneite,17,Ditrigonal dipyramidal,110,P-62m,24
412,Atlasovite,27,Ditetragonal dipyramidal,184,0,2
413,Atokite,32,Hexoctahedral,224,Fm3m ,52
415,Attakolite,5,Prismatic,11,C2/m ,3
416,Aubertite,2,Pinacoidal,2,0,16
419,Augite,5,Prismatic,10,C2/c ,2939
422,Aurichalcite,5,Prismatic,15,0,1117
423,Auricupride,32,Hexoctahedral,227,Pm-3m,40
428,Aurorite,9,Trigonal pyramidal,78,0,25
430,Aurostibite,29,Diploidal,204,Pa3 ,100
432,Austinite,7,Orthorhombic disphenoidal,44,P21 21 21,87
433,Autunite,8,Orthorhombic dipyramidal,71,0,1474
437,Avicennite,29,Diploidal,202,0,11
438,Avogadrite,8,Orthorhombic dipyramidal,71,0,5
439,Awaruite,32,Hexoctahedral,224,Fm3m ,220
442,Azoproite,8,Orthorhombic dipyramidal,59,Pbam ,6
447,Azurite,5,Prismatic,14,0,6388
451,Augelite,5,Prismatic,11,C2/m ,95
452,Almandine,32,Hexoctahedral,225,0,2877
453,Ashoverite,0,Unknown,0,0,7
456,Anandite,5,Prismatic,10,C2/c ,6
462,Barytolamprophyllite,0,Unknown,0,0,36
466,Barytocalcite,5,Prismatic,15,0,111
472,Bariopharmacosiderite,24,Tetragonal scalenohedral,148,0,198
476,Babefphite,1,Pedial,1,0,2
478,Babingtonite,2,Pinacoidal,2,0,180
480,Baddeleyite,5,Prismatic,14,0,386
482,Bafertisite,0,Unknown,0,0,24
483,Baghdadite,5,Prismatic,14,P21/a,18
484,Bahianite,5,Prismatic,11,C2/m ,3
488,Baileychlore,2,Pinacoidal,0,0,22
492,Balangeroite,5,Prismatic,0,0,4
495,Balipholite,8,Orthorhombic dipyramidal,47,Ccca ,1
496,Balkanite,5,Prismatic,13,P2/m ,15
501,Balyakinite,8,Orthorhombic dipyramidal,0,0,5
502,Bambollaite,0,Unknown,0,0,3
504,Banalsite,6,Orthorhombic pyramidal,25,0,27
506,Bandylite,27,Ditetragonal dipyramidal,185,0,4
508,Bannermanite,5,Prismatic,11,C2/m ,5
509,Bannisterite,5,Prismatic,10,0,29
510,Baotite,23,Tetragonal dipyramidal,136,0,33
511,Bararite,13,Hexagonal scalenohedral,0,0,11
512,Baratovite,5,Prismatic,10,C2/c ,3
513,Barberiite,8,Orthorhombic dipyramidal,71,0,3
516,Barbosalite,5,Prismatic,14,P21/c ,48
520,Barentsite,0,Unknown,0,0,1
522,Bariandite,0,Unknown,0,0,7
524,Barić�te,5,Prismatic,11,C2/m ,7
525,Bario-orthojoaquinite,0,Unknown,0,0,2
533,Barnesite,5,Prismatic,13,0,17
536,Barrerite,8,Orthorhombic dipyramidal,0,0,30
537,Barringerite,17,Ditrigonal dipyramidal,110,0,27
539,Barroisite,5,Prismatic,11,C2/m ,62
540,Barstowite,5,Prismatic,15,0,13
541,Bartelkeite,5,Prismatic,15,P1 21/m 1,1
544,Bartonite,27,Ditetragonal dipyramidal,176,I4/mmm ,11
545,Barylite,0,Unknown,0,0,47
546,Barysilite,13,Hexagonal scalenohedral,98,R-3c ,13
549,Baryte,8,Orthorhombic dipyramidal,71,Pnma ,13924
557,Bassanite,4,Sphenoidal,7,0,127
558,Bassetite,5,Prismatic,0,0,67
560,Bastnäsite-(Ce),17,Ditrigonal dipyramidal,111,0,413
561,Bastnäsite-(La),17,Ditrigonal dipyramidal,109,0,36
562,Bastnäsite-(Y),17,Ditrigonal dipyramidal,109,0,14
568,Batisite,8,Orthorhombic dipyramidal,57,Imma ,14
571,Argentobaumhauerite,2,Pinacoidal,2,0,2
572,Baumhauerite,2,Pinacoidal,2,0,19
574,Bauranoite,0,Unknown,0,0,2
577,Bavenite,6,Orthorhombic pyramidal,0,0,305
580,Bayerite,5,Prismatic,15,0,19
581,Bayldonite,5,Prismatic,10,C2/c ,216
582,Bayleyite,5,Prismatic,14,P21/a,44
583,Baylissite,5,Prismatic,15,P21/m ,3
584,Bazhenovite,5,Prismatic,14,0,11
585,Bazirite,17,Ditrigonal dipyramidal,111,0,18
586,Bazzite,20,Dihexagonal dipyramidal,123,0,60
589,Bearsite,0,Unknown,0,0,2
590,Bearthite,5,Prismatic,15,0,11
591,Beaverite-(Cu),13,Hexagonal scalenohedral,99,0,191
593,Bechererite,9,Trigonal pyramidal,75,0,22
597,Becquerelite,6,Orthorhombic pyramidal,35,0,118
602,Béhierite,27,Ditetragonal dipyramidal,178,0,11
603,Behoite,7,Orthorhombic disphenoidal,44,0,29
604,Beidellite,5,Prismatic,11,C2/m ,112
608,Belendorffite,11,Ditrigonal pyramidal,86,0,4
609,Belkovite,17,Ditrigonal dipyramidal,110,0,5
610,Bellbergite,0,Unknown,0,0,4
611,Bellidoite,23,Tetragonal dipyramidal,140,0,10
612,Bellingerite,2,Pinacoidal,2,0,1
618,Belovite-(Ce),10,Rhombohedral,79,P-3,21
619,Belyankinite,0,Unknown,0,0,6
621,Bementite,0,Unknown,0,0,202
622,Benauite,13,Hexagonal scalenohedral,99,0,3
623,Benavidesite,5,Prismatic,14,P21/a,12
624,Benitoite,17,Ditrigonal dipyramidal,109,0,28
625,Benjaminite,5,Prismatic,11,C2/m ,60
626,Benstonite,10,Rhombohedral,80,0,26
627,Bentorite,11,Ditrigonal pyramidal,81,0,4
628,Beraunite,3,Domatic,3,Cc ,202
629,Berborite,0,Unknown,0,0,14
630,Berdesinskiite,0,Unknown,0,0,8
631,Bergenite,5,Prismatic,14,0,9
632,Bergslagite,5,Prismatic,14,0,9
633,Berlinite,12,Trigonal trapezohedral,89,0,37
634,Bermanite,5,Prismatic,12,0,65
635,Bernalite,8,Orthorhombic dipyramidal,69,0,14
636,Bernardite,5,Prismatic,14,P21/c ,5
637,Berndtite,13,Hexagonal scalenohedral,97,P-3m1 ,14
638,Berryite,5,Prismatic,15,0,65
639,Berthierine,3,Domatic,4,Cm ,69
640,Berthierite,8,Orthorhombic dipyramidal,0,0,425
641,Bertossaite,8,Orthorhombic dipyramidal,0,0,9
642,Bertrandite,6,Orthorhombic pyramidal,21,0,719
643,Beryllite,0,Unknown,0,0,9
644,Beryllonite,5,Prismatic,14,P21/c ,54
645,Berzelianite,32,Hexoctahedral,224,Fm3m ,87
646,Berzeliite,32,Hexoctahedral,225,Ia3d ,14
647,Paralomonosovite,2,Pinacoidal,2,0,7
650,Betekhtinite,8,Orthorhombic dipyramidal,58,Immm ,65
651,Betpakdalite-CaCa,5,Prismatic,11,C2/m ,18
652,Beudantite,13,Hexagonal scalenohedral,99,R-3m ,550
653,Beusite,5,Prismatic,14,P21/c ,44
654,Beyerite,8,Orthorhombic dipyramidal,58,0,121
656,Bezsmertnovite,0,Unknown,0,0,6
658,Bismutohauchecornite,27,Ditetragonal dipyramidal,181,P4/mmm ,8
660,Bianchite,5,Prismatic,13,0,50
661,Bicchulite,30,Hextetrahedral,210,I-4 3m,8
662,Bideauxite,32,Hexoctahedral,222,0,2
663,Bismutotantalite,0,Unknown,0,0,28
664,Bieberite,5,Prismatic,13,0,61
667,Bismutoferrite,3,Domatic,4,Cm ,59
669,Bijvoetite-(Y),0,Unknown,0,0,4
670,Bikitaite,1,Pedial,1,0,4
672,Bilibinskite,0,Unknown,0,0,12
673,Bílinite,5,Prismatic,14,0,24
674,Billietite,6,Orthorhombic pyramidal,0,0,44
675,Billingsleyite,28,Tetartoidal,198,0,13
678,Biphosphammite,26,Tetragonal trapezohedral,165,I41 2 2,13
679,Biringuccite,5,Prismatic,14,P21/c ,1
680,Birnessite,5,Prismatic,11,C2/m ,240
681,Bischofite,5,Prismatic,11,C2/m ,54
682,Bismite,5,Prismatic,14,P21/c ,262
683,Bismoclite,27,Ditetragonal dipyramidal,185,0,100
684,Bismuth,13,Hexagonal scalenohedral,99,0,2383
686,Bismuthinite,8,Orthorhombic dipyramidal,71,0,2377
687,Bismutite,6,Orthorhombic pyramidal,27,0,876
688,Bismutocolumbite,8,Orthorhombic dipyramidal,0,0,4
689,Bityite,5,Prismatic,10,C2/c ,36
691,Bixbyite-(Mn),29,Diploidal,202,0,133
692,Bjarebyite,5,Prismatic,15,P21/m ,7
693,Blakeite,0,Unknown,0,0,4
694,Blatterite,8,Orthorhombic dipyramidal,73,Pnnm ,4
695,Blödite,5,Prismatic,14,P21/a,167
696,Blixite,0,Unknown,0,0,12
697,Blossite,6,Orthorhombic pyramidal,23,0,2
700,Bobfergusonite,5,Prismatic,12,0,3
701,Bobierrite,5,Prismatic,10,C2/c ,22
702,Bogdanovite,0,Unknown,0,0,14
703,Bøggildite,5,Prismatic,14,P21/c ,1
704,Boggsite,8,Orthorhombic dipyramidal,57,0,3
705,Bøgvadite,5,Prismatic,0,0,1
706,Bohdanowiczite,13,Hexagonal scalenohedral,97,P-3m1 ,59
707,Böhmite,8,Orthorhombic dipyramidal,0,0,247
709,Bokite,0,Unknown,0,0,10
712,Boleite,32,Hexoctahedral,227,0,86
713,Bolivarite,0,Unknown,0,0,7
716,Boltwoodite,4,Sphenoidal,9,0,89
717,Bonaccordite,8,Orthorhombic dipyramidal,59,Pbam ,1
718,Bonattite,3,Domatic,3,Cc ,25
719,Bonshtedtite,5,Prismatic,15,P21/m ,11
720,Boothite,5,Prismatic,14,P21/c ,28
721,Boracite,6,Orthorhombic pyramidal,29,0,73
722,Borax,5,Prismatic,10,0,89
723,Borcarite,5,Prismatic,11,C2/m ,8
725,Bornemanite,2,Pinacoidal,2,0,7
726,Bornhardtite,32,Hexoctahedral,222,Fd-3m,6
727,Bornite,8,Orthorhombic dipyramidal,61,0,6516
728,Borodaevite,0,Unknown,0,0,2
729,Boromuscovite,5,Prismatic,0,0,7
730,Borovskite,0,Unknown,0,0,13
731,Bostwickite,0,Unknown,0,0,1
732,Botallackite,5,Prismatic,15,0,65
733,Botryogen,5,Prismatic,0,0,56
735,Bottinoite,9,Trigonal pyramidal,75,0,20
738,Boulangerite,5,Prismatic,14,P21/a,1079
741,Bournonite,6,Orthorhombic pyramidal,34,0,1346
743,Boussingaultite,5,Prismatic,14,P21/a,39
745,Bowieite,8,Orthorhombic dipyramidal,63,Pbcn ,49
746,Boyleite,5,Prismatic,14,0,31
748,Bracewellite,8,Orthorhombic dipyramidal,0,0,2
749,Brackebuschite,5,Prismatic,15,P21/m ,18
750,Bradleyite,5,Prismatic,15,P21/m ,23
751,Braggite,23,Tetragonal dipyramidal,139,0,159
752,Braitschite-(Ce),16,Hexagonal dipyramidal,107,0,2
753,Brandtite,5,Prismatic,14,0,29
754,Brannerite,5,Prismatic,11,C2/m ,315
755,Brannockite,20,Dihexagonal dipyramidal,123,0,4
756,Brassite,8,Orthorhombic dipyramidal,61,Pbca ,15
757,Braunite,27,Ditetragonal dipyramidal,177,0,583
760,Brazilianite,5,Prismatic,0,0,73
762,Bredigite,6,Orthorhombic pyramidal,37,0,21
763,Breithauptite,20,Dihexagonal dipyramidal,126,0,219
764,Brenkite,8,Orthorhombic dipyramidal,63,Pbcn ,4
768,Brezinaite,5,Prismatic,0,0,10
769,Brüggenite,5,Prismatic,14,P21/c ,3
771,Brianite,5,Prismatic,14,P21/a,3
772,Brianyoungite,5,Prismatic,15,0,103
773,Briartite,0,Unknown,0,0,17
774,Brindleyite,0,Unknown,0,0,7
775,Britholite-(Ce),16,Hexagonal dipyramidal,108,0,153
776,Britholite-(Y),16,Hexagonal dipyramidal,108,0,41
778,Brizziite,10,Rhombohedral,80,0,4
779,Brochantite,5,Prismatic,14,P21/a,1983
780,Brockite,19,Hexagonal Trapezohedral,119,0,55
783,Bromargyrite,32,Hexoctahedral,224,0,280
784,Bromellite,18,Dihexagonal pyramidal,114,0,12
787,Brookite,8,Orthorhombic dipyramidal,0,0,859
790,Brownmillerite,6,Orthorhombic pyramidal,0,0,31
791,Brugnatellite,0,Unknown,0,0,38
792,Brunogeierite,32,Hexoctahedral,222,0,15
793,Brushite,3,Domatic,3,Cc ,129
794,Buchwaldite,6,Orthorhombic pyramidal,34,Pmn21,5
795,Buckhornite,8,Orthorhombic dipyramidal,68,Pmmm ,20
796,Buddingtonite,4,Sphenoidal,9,0,33
797,Bukovite,27,Ditetragonal dipyramidal,176,I4/mmm ,16
798,Bukovskýite,2,Pinacoidal,2,0,23
799,Bulachite,8,Orthorhombic dipyramidal,71,0,6
800,Bultfonteinite,2,Pinacoidal,2,0,25
801,Bunsenite,32,Hexoctahedral,224,0,18
802,Burangaite,5,Prismatic,10,C2/c ,5
803,Burbankite,18,Dihexagonal pyramidal,114,0,88
804,Burckhardtite,13,Hexagonal scalenohedral,95,0,9
805,Burkeite,0,Unknown,0,0,56
806,Burpalite,5,Prismatic,14,P21/a,6
808,Burtite,0,Unknown,0,0,3
809,Bustamite,2,Pinacoidal,2,0,127
810,Butlerite,5,Prismatic,15,P21/m ,38
811,Buttgenbachite,20,Dihexagonal dipyramidal,126,0,18
812,Byelorussite-(Ce),6,Orthorhombic pyramidal,18,0,1
813,Bystrite,11,Ditrigonal pyramidal,81,0,1
814,Byströmite,27,Ditetragonal dipyramidal,185,0,4
817,Benleonardite,13,Hexagonal scalenohedral,97,P-3m1 ,30
818,Fluor-buergerite,11,Ditrigonal pyramidal,86,0,5
819,Beryl,20,Dihexagonal dipyramidal,123,0,5070
820,Brucite,13,Hexagonal scalenohedral,97,0,602
821,Bütschliite,13,Hexagonal scalenohedral,99,0,13
826,Calciocopiapite,2,Pinacoidal,2,0,3
827,Calcioburbankite,18,Dihexagonal pyramidal,114,P63mc,5
828,Calciouranoite,0,Unknown,0,0,4
829,Calcioaravaipaite,1,Pedial,1,0,4
831,Calciohilairite,12,Trigonal trapezohedral,93,0,11
832,Calcioferrite,5,Prismatic,10,0,11
834,Calciotantite,19,Hexagonal Trapezohedral,120,0,6
837,Cabriite,8,Orthorhombic dipyramidal,68,Pmmm ,18
840,Cacoxenite,16,Hexagonal dipyramidal,108,0,334
842,Cadmium,20,Dihexagonal dipyramidal,126,P63/mmc ,6
844,Cadmoselite,18,Dihexagonal pyramidal,114,0,5
845,Cadwaladerite,28,Tetartoidal,196,0,11
849,Cafarsite,29,Diploidal,206,0,8
850,Cafetite,5,Prismatic,14,0,6
851,Cahnite,21,Tetragonal disphenoidal,128,0,15
852,Calaverite,0,Unknown,0,0,468
854,Calciborite,8,Orthorhombic dipyramidal,66,Pccn ,2
855,Calcioancylite-(Ce),8,Orthorhombic dipyramidal,0,0,58
856,Calcioancylite-(Nd),3,Domatic,6,0,5
859,Calcite,13,Hexagonal scalenohedral,98,R-3c ,34550
860,Calciocatapleiite,8,Orthorhombic dipyramidal,0,0,21
861,Calcjarlite,0,Unknown,0,0,2
862,Calclacite,5,Prismatic,14,0,0
863,Calcurmolite,0,Unknown,0,0,11
864,Calderite,32,Hexoctahedral,225,Ia3d ,24
865,Caledonite,6,Orthorhombic pyramidal,34,0,427
867,Calkinsite-(Ce),0,Unknown,0,0,9
868,Callaghanite,5,Prismatic,10,C2/c ,10
869,Calomel,27,Ditetragonal dipyramidal,176,0,105
870,Calumetite,8,Orthorhombic dipyramidal,50,Cmcm ,18
871,Calzirtite,27,Ditetragonal dipyramidal,177,I41/acd ,45
872,Camérolaite,1,Pedial,1,0,17
873,Cameronite,5,Prismatic,10,C1 2/c 1,1
874,Camgasite,5,Prismatic,15,0,1
875,Caminite,27,Ditetragonal dipyramidal,178,I41/amd ,4
876,Campigliaite,4,Sphenoidal,7,C2 ,6
877,Canaphite,3,Domatic,5,Pc ,4
878,Canasite,3,Domatic,4,Cm ,7
879,Canavesite,0,Unknown,0,0,2
880,Cancrinite,15,Hexagonal pyramidal,104,0,393
881,Cancrisilite,18,Dihexagonal pyramidal,114,0,9
882,Canfieldite,6,Orthorhombic pyramidal,0,0,114
883,Cannizzarite,5,Prismatic,15,0,49
884,Cannonite,5,Prismatic,14,P21/c ,31
886,Capgaronnite,8,Orthorhombic dipyramidal,0,0,13
889,Cappelenite-(Y),9,Trigonal pyramidal,75,0,5
890,Caracolite,5,Prismatic,15,P21/m ,27
891,Carboborite,5,Prismatic,0,0,6
892,Carbocernaite,6,Orthorhombic pyramidal,0,0,46
893,Carboirite,2,Pinacoidal,0,0,2
894,Carbonatecyanotrichite,5,Prismatic,11,C2/m ,105
898,Carletonite,27,Ditetragonal dipyramidal,179,P4/mbm ,3
899,Carlfriesite,5,Prismatic,10,0,9
900,Carlhintzeite,0,Unknown,0,0,10
901,Carlinite,9,Trigonal pyramidal,78,0,2
902,Carlosruizite,13,Hexagonal scalenohedral,96,P-3c1 ,2
903,Carlosturanite,3,Domatic,4,Cm ,16
904,Carlsbergite,32,Hexoctahedral,224,0,30
905,Carminite,8,Orthorhombic dipyramidal,48,0,245
906,Carnallite,8,Orthorhombic dipyramidal,72,0,166
907,Carnotite,5,Prismatic,14,P21/a,1331
908,Carobbiite,32,Hexoctahedral,224,Fm3m ,6
909,Carpholite,8,Orthorhombic dipyramidal,47,Ccca ,41
910,Carrboydite,0,Unknown,0,0,3
911,Carrollite,32,Hexoctahedral,222,Fd-3m,195
912,Caryinite,5,Prismatic,0,0,5
913,Caryopilite,0,Unknown,0,0,96
914,Cascandite,2,Pinacoidal,0,0,8
915,Cassedanneite,5,Prismatic,0,0,5
916,Cassidyite,0,Unknown,0,0,1
917,Cassiterite,27,Ditetragonal dipyramidal,190,0,5977
918,Caswellsilverite,13,Hexagonal scalenohedral,99,R-3m ,8
919,Catapleiite,0,Unknown,0,0,169
920,Cattierite,29,Diploidal,204,Pa3 ,47
921,Cavansite,8,Orthorhombic dipyramidal,0,0,17
922,Caysichite-(Y),6,Orthorhombic pyramidal,0,0,10
